customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,prev_campaign_outcome,term_deposit_subscribed
47.0,6,1,1,0,545.0,0,0,0,12,1,1179.0,4.0,3,1
48.0,0,0,1,0,-362.0,1,2,2,9,6,246.0,2.0,3,0
53.0,9,1,1,0,361.0,1,0,2,6,6,210.0,4.0,3,0
31.0,0,2,1,0,1286.0,1,0,0,6,8,345.0,3.0,1,0
46.0,4,1,2,0,4082.0,1,0,2,19,8,450.0,5.0,3,0
35.0,1,1,0,0,138.0,1,0,2,9,8,93.0,1.0,3,0
31.0,3,0,0,0,42.0,1,0,1,11,5,26.0,2.0,3,0
33.0,4,2,2,0,87.0,0,0,0,29,4,88.0,1.0,0,0
40.0,0,0,1,0,22.0,0,0,2,28,8,138.0,3.0,3,0
45.0,4,0,2,0,1145.0,1,0,0,17,9,60.0,1.0,3,0
32.0,9,1,1,0,2015.0,1,2,2,27,6,118.0,1.0,3,0
32.0,4,2,2,0,471.0,1,0,0,14,8,918.0,1.0,3,0
34.0,1,1,1,0,430.0,1,0,0,7,8,102.0,1.0,0,0
52.0,4,1,1,0,1.0,1,0,2,13,8,319.0,2.0,3,0
43.0,0,1,1,0,1382.0,1,0,0,17,0,81.0,1.0,0,0
45.0,9,1,1,0,-8020.0,1,0,0,8,1,88.0,10.0,3,0
23.0,8,2,1,0,281.0,1,0,2,2,5,68.0,4.0,3,0
56.0,1,1,1,0,555.0,0,2,1,10,5,221.0,4.0,3,0
26.0,4,2,2,0,1094.0,1,2,0,8,5,427.0,1.0,3,0
43.0,9,2,1,0,274.0,0,0,0,26,1,29.0,8.0,3,0
26.0,9,2,1,0,359.0,1,0,0,8,5,606.0,1.0,3,0
61.0,1,1,1,0,131.0,1,0,0,6,0,178.0,1.0,3,0
34.0,9,1,1,0,-314.0,0,0,0,20,1,34.0,20.0,3,0
57.0,5,1,1,0,2753.0,1,2,0,17,9,22.0,1.0,0,0
40.0,9,1,2,0,208.0,0,0,0,8,0,346.0,2.0,3,1
37.0,4,2,2,0,956.0,1,0,0,17,0,54.0,1.0,1,0
52.0,4,1,2,0,559.0,0,2,0,11,5,327.0,2.0,3,0
43.0,9,1,1,0,-8020.0,1,0,2,14,8,202.0,1.0,3,0
50.0,9,1,1,0,-210.0,1,2,0,14,8,0.0,6.0,0,0
37.0,2,1,0,1,20.0,0,2,0,7,5,244.0,1.0,3,0
27.0,9,2,2,0,-8020.0,0,0,0,16,11,161.0,1.0,3,0
47.0,4,1,1,0,3002.0,0,0,0,8,1,108.0,2.0,3,0
52.0,4,1,2,0,684.0,1,0,2,5,8,161.0,3.0,3,0
29.0,10,2,1,0,2423.0,0,0,0,6,3,80.0,1.0,3,0
54.0,1,1,1,0,311.0,1,0,2,28,8,185.0,2.0,3,0
53.0,5,1,1,0,527.0,1,0,0,5,3,34.0,4.0,1,0
40.0,7,0,0,0,1.0,1,0,0,20,9,268.0,1.0,0,0
32.0,9,2,1,0,1062.0,0,0,0,18,9,854.0,1.0,3,0
26.0,9,2,1,0,-67.0,0,0,2,26,5,20.0,1.0,3,0
31.0,4,1,2,0,452.0,0,0,0,28,4,440.0,1.0,3,0
39.0,9,2,2,0,508.0,1,2,0,12,1,1089.0,2.0,3,1
25.0,1,1,0,0,675.0,1,0,1,14,8,937.0,4.0,3,0
39.0,1,2,1,0,2036.0,1,0,2,21,8,153.0,2.0,3,0
77.0,5,1,0,0,684.0,0,0,1,27,9,322.0,4.0,0,0
41.0,1,1,0,0,1143.0,1,2,2,19,8,102.0,7.0,3,0
42.0,1,1,1,0,497.0,0,0,2,6,6,78.0,4.0,3,0
42.0,1,1,1,0,929.0,1,2,2,20,6,28.0,8.0,3,0
30.0,4,2,2,0,494.0,1,0,0,13,1,90.0,2.0,0,0
57.0,9,1,1,0,4266.0,0,2,0,20,9,414.0,2.0,3,0
43.0,2,1,1,0,3.0,1,2,2,29,8,128.0,3.0,3,0
35.0,1,1,1,0,2055.0,1,0,2,20,8,437.0,1.0,3,0
48.0,4,1,2,0,564.0,0,2,0,18,1,450.0,4.0,3,0
48.0,1,0,0,0,339.0,1,0,2,21,8,44.0,12.0,3,0
34.0,1,1,1,0,318.0,1,0,2,2,6,446.0,1.0,3,0
40.0,9,0,2,0,464.0,0,2,0,28,5,179.0,3.0,3,0
49.0,2,1,2,0,9822.0,0,0,2,5,6,65.0,1.0,3,0
29.0,4,2,2,0,522.0,0,0,1,29,7,106.0,4.0,3,0
53.0,7,1,1,0,227.0,0,0,0,7,1,187.0,3.0,3,0
32.0,2,2,1,0,642.0,0,0,0,14,5,362.0,6.0,3,0
52.0,9,1,1,0,416.0,1,0,2,5,6,488.0,5.0,3,0
28.0,9,2,1,0,1162.0,0,0,0,3,2,237.0,2.0,2,1
47.0,4,1,2,0,294.0,0,2,0,8,1,57.0,2.0,3,0
35.0,4,2,2,0,13314.0,0,0,0,28,5,43.0,8.0,3,0
59.0,5,0,1,0,515.0,0,0,0,16,7,249.0,1.0,1,1
37.0,0,2,1,0,1245.0,1,0,2,12,8,302.0,3.0,3,0
29.0,0,2,2,0,1099.0,1,0,0,28,5,81.0,7.0,3,0
23.0,7,2,1,1,-601.0,1,2,2,30,8,67.0,3.0,3,0
46.0,4,1,1,0,3290.0,1,0,0,18,5,553.0,1.0,3,0
30.0,1,1,1,0,691.0,1,0,2,9,8,49.0,1.0,3,0
65.0,5,1,1,0,205.0,0,0,0,18,4,366.0,1.0,2,1
33.0,6,1,1,0,32.0,0,0,0,6,1,159.0,4.0,3,0
32.0,7,1,1,0,60.0,1,2,2,21,8,338.0,1.0,3,0
49.0,1,1,1,0,3306.0,1,0,0,15,8,351.0,2.0,3,0
35.0,4,1,2,0,3089.0,1,0,2,21,8,166.0,1.0,3,0
57.0,7,1,1,0,63.0,1,0,0,8,8,50.0,2.0,3,0
32.0,4,2,2,0,4835.0,0,0,0,6,8,363.0,2.0,3,0
51.0,1,1,3,0,106.0,0,0,2,20,6,43.0,3.0,3,0
36.0,4,1,2,0,-1313.0,1,2,2,29,8,228.0,4.0,3,0
22.0,0,2,1,0,58.0,1,0,2,9,8,331.0,9.0,3,0
46.0,1,1,0,0,2423.0,0,0,0,23,5,20.0,1.0,3,0
36.0,1,1,0,0,172.0,1,2,1,13,8,226.0,3.0,3,0
31.0,6,2,1,0,0.0,0,0,0,28,4,126.0,2.0,3,0
45.0,0,1,1,0,1803.0,0,2,0,17,5,112.0,1.0,3,0
54.0,0,1,1,0,221.0,1,0,0,20,0,317.0,1.0,0,0
54.0,9,1,1,0,28.0,1,0,1,2,7,103.0,3.0,3,0
40.0,4,1,2,0,-455.0,0,0,0,14,0,440.0,4.0,0,0
43.0,9,1,2,0,339.0,1,2,0,5,8,91.0,1.0,3,0
48.0,5,0,1,0,-273.0,1,0,0,15,5,122.0,5.0,3,0
52.0,4,1,2,0,10079.0,0,0,0,7,1,82.0,2.0,3,0
24.0,0,2,1,0,622.0,1,0,0,20,0,1.0,5.0,1,0
34.0,1,1,1,0,513.0,1,2,2,2,6,26.0,1.0,3,0
36.0,9,1,1,0,3822.0,0,2,0,25,1,95.0,6.0,3,0
41.0,11,1,1,0,1924.0,0,0,1,7,5,85.0,13.0,3,0
34.0,1,1,0,0,3.0,1,0,0,8,8,118.0,2.0,0,0
37.0,4,1,2,0,-582.0,1,0,2,1,5,176.0,4.0,3,0
46.0,0,0,1,0,3.0,0,0,0,29,10,245.0,1.0,3,1
38.0,1,0,0,0,-3.0,0,0,2,12,6,135.0,1.0,3,0
36.0,0,1,1,0,474.0,1,0,2,7,8,542.0,1.0,3,0
45.0,4,1,2,0,348.0,0,0,0,14,8,483.0,4.0,2,1
29.0,0,2,3,0,2734.0,0,0,0,8,5,701.0,1.0,3,1
30.0,1,2,1,0,229.0,0,0,0,5,3,373.0,1.0,3,0
50.0,2,1,1,0,270.0,0,0,0,23,5,54.0,1.0,3,0
23.0,1,1,1,0,-3.0,1,0,2,5,8,365.0,1.0,3,0
53.0,7,0,1,0,-8020.0,0,0,0,14,0,430.0,4.0,3,0
44.0,7,2,1,0,2627.0,1,0,0,19,9,152.0,1.0,3,0
47.0,9,1,1,0,-3.0,1,0,0,6,8,337.0,1.0,1,0
61.0,4,0,3,0,403.0,1,0,2,9,8,96.0,2.0,3,0
28.0,1,2,1,0,191.0,1,0,0,6,8,544.0,1.0,3,1
38.0,4,1,2,0,847.0,0,0,0,23,11,152.0,1.0,3,0
28.0,9,2,1,0,9.0,0,0,0,21,9,227.0,1.0,3,0
30.0,4,1,2,0,2445.0,1,2,0,19,9,161.0,1.0,3,0
28.0,4,1,2,0,104.0,1,0,0,5,0,463.0,7.0,1,1
44.0,4,0,2,0,5041.0,0,0,0,16,5,111.0,6.0,2,0
47.0,9,0,1,0,-239.0,1,0,2,26,8,190.0,2.0,3,0
36.0,4,1,2,0,1.0,0,0,2,16,6,620.0,6.0,3,1
47.0,4,1,2,0,193.0,1,0,0,17,9,76.0,1.0,3,0
37.0,9,0,2,0,15.0,1,2,0,7,1,49.0,2.0,3,0
29.0,9,2,1,0,154.0,0,0,0,30,5,130.0,3.0,3,0
38.0,9,1,1,0,19.0,0,0,2,6,6,474.0,1.0,3,0
68.0,5,1,0,0,4419.0,0,0,0,29,11,249.0,3.0,3,1
59.0,5,1,0,0,415.0,1,2,0,9,3,179.0,5.0,3,0
24.0,8,2,1,0,108.0,0,0,0,21,10,231.0,1.0,2,0
33.0,1,1,1,0,274.0,1,0,2,16,6,685.0,11.0,3,1
43.0,10,0,0,0,485.0,0,0,0,30,0,140.0,1.0,3,0
44.0,1,0,0,0,3.0,1,0,0,21,5,203.0,2.0,3,0
60.0,9,1,1,0,263.0,0,0,0,15,6,415.0,1.0,2,1
30.0,4,1,2,0,2396.0,0,0,0,27,0,204.0,1.0,3,0
32.0,9,2,1,0,5.0,1,0,0,12,8,211.0,1.0,3,0
31.0,9,2,1,0,523.0,1,0,0,16,0,218.0,2.0,3,0
37.0,1,1,1,0,-66.0,0,2,1,24,5,619.0,5.0,3,0
35.0,1,1,1,0,2304.0,1,0,0,18,9,282.0,1.0,3,0
48.0,9,1,2,0,4.0,0,0,0,3,3,169.0,5.0,1,0
38.0,1,1,1,0,612.0,1,0,0,5,8,270.0,1.0,3,0
50.0,0,1,2,0,6574.0,0,0,0,8,11,501.0,1.0,2,1
33.0,4,0,2,0,886.0,1,0,0,5,7,106.0,2.0,0,1
28.0,8,2,1,0,143.0,0,0,0,22,5,145.0,1.0,3,0
36.0,9,1,1,0,1347.0,1,0,0,18,9,78.0,1.0,0,0
26.0,4,2,1,0,646.0,0,2,0,5,7,179.0,1.0,3,0
37.0,0,2,1,0,-208.0,0,2,0,31,5,150.0,2.0,3,0
25.0,4,2,2,0,20582.0,0,0,0,23,11,282.0,1.0,2,1
27.0,1,2,1,0,183.0,0,0,2,13,8,130.0,1.0,3,0
33.0,6,0,1,0,3445.0,0,0,0,30,5,396.0,4.0,3,0
39.0,9,1,1,0,1011.0,1,1,1,12,9,21.0,1.0,3,0
21.0,1,1,1,0,141.0,1,2,2,16,8,292.0,1.0,3,0
33.0,9,1,1,0,1259.0,0,2,0,8,1,98.0,6.0,3,0
31.0,7,2,1,0,409.0,1,0,0,5,3,63.0,1.0,0,0
48.0,7,1,1,0,-34.0,1,0,2,6,6,782.0,13.0,3,0
54.0,7,1,0,0,8922.0,1,0,1,23,5,160.0,2.0,3,0
24.0,9,2,2,0,2209.0,1,0,0,15,6,129.0,1.0,3,0
32.0,9,1,1,0,1233.0,1,0,0,8,8,109.0,1.0,0,0
40.0,0,0,1,0,507.0,0,0,0,4,3,286.0,1.0,3,0
50.0,1,1,3,0,2283.0,1,0,1,31,5,1086.0,17.0,3,1
35.0,1,1,1,0,101.0,0,0,1,29,4,203.0,2.0,3,0
30.0,2,1,1,0,455.0,1,0,2,27,8,357.0,1.0,3,0
25.0,4,2,2,0,416.0,1,2,0,17,5,358.0,1.0,3,0
35.0,9,2,2,0,6276.0,1,0,0,1,5,1052.0,1.0,2,0
39.0,1,1,1,0,302.0,1,0,2,20,8,219.0,2.0,3,0
40.0,4,1,2,0,3.0,0,0,1,16,5,45.0,6.0,3,0
51.0,1,1,1,0,-5.0,1,0,0,7,8,423.0,2.0,3,0
38.0,0,1,0,0,73.0,1,2,0,21,9,865.0,1.0,3,1
61.0,3,1,1,0,1212.0,0,0,1,18,1,249.0,2.0,3,0
38.0,4,1,2,0,2417.0,1,0,1,22,10,77.0,1.0,1,0
53.0,0,1,1,0,2427.0,1,0,0,7,1,222.0,2.0,3,0
69.0,5,1,0,0,7776.0,0,0,0,3,5,211.0,1.0,3,0
31.0,6,1,2,0,161.0,1,0,0,18,8,150.0,1.0,1,0
34.0,7,1,1,0,4886.0,1,2,0,18,9,384.0,2.0,3,0
54.0,4,1,2,0,-548.0,0,0,0,8,5,136.0,1.0,3,0
34.0,4,2,2,0,1228.0,0,0,0,30,0,596.0,2.0,2,1
48.0,1,2,0,0,311.0,0,0,2,5,6,568.0,2.0,3,0
36.0,6,2,2,0,1552.0,0,0,2,6,6,49.0,2.0,3,0
74.0,5,2,1,0,1049.0,0,0,0,4,7,547.0,3.0,0,1
49.0,0,1,1,0,1.0,0,2,0,10,3,105.0,2.0,1,0
43.0,0,1,2,0,1585.0,1,0,2,3,6,74.0,15.0,3,0
33.0,3,1,1,0,3.0,1,2,0,23,5,99.0,13.0,3,0
44.0,4,1,3,0,-8020.0,0,0,0,19,5,255.0,1.0,3,1
30.0,10,2,1,0,-14.0,1,0,0,12,8,297.0,2.0,1,0
28.0,9,3,2,0,1.0,0,0,0,22,1,19.0,2.0,3,0
45.0,4,1,3,0,22.0,0,0,0,24,1,310.0,2.0,3,0
37.0,1,1,1,0,207.0,0,0,0,13,8,462.0,1.0,3,0
26.0,10,2,2,0,130.0,0,0,0,3,3,444.0,3.0,3,0
31.0,0,2,1,0,894.0,1,0,2,21,8,147.0,1.0,3,0
32.0,11,2,3,0,6933.0,0,0,0,19,9,346.0,1.0,3,0
37.0,4,2,2,0,1031.0,1,0,0,4,6,137.0,1.0,3,0
71.0,5,0,1,0,7112.0,1,0,0,12,0,279.0,1.0,2,0
30.0,4,1,2,0,512.0,1,0,0,14,1,111.0,3.0,3,0
32.0,9,1,1,0,-4.0,1,2,2,9,8,180.0,2.0,3,0
36.0,1,1,1,0,4726.0,1,0,2,2,6,230.0,2.0,3,0
31.0,4,2,2,0,2845.0,1,0,0,30,10,148.0,1.0,3,0
25.0,7,1,1,0,2670.0,1,0,2,5,6,64.0,2.0,3,0
57.0,1,1,0,0,3498.0,0,0,0,15,5,217.0,2.0,2,0
27.0,9,2,1,0,-132.0,0,0,0,7,1,73.0,3.0,3,0
21.0,7,2,1,0,-91.0,1,0,0,18,8,239.0,1.0,3,0
28.0,6,2,2,0,79.0,0,0,0,6,1,162.0,4.0,3,0
33.0,10,2,1,0,-3.0,1,2,0,25,1,139.0,2.0,3,0
35.0,1,1,0,0,57.0,1,0,2,26,8,20.0,10.0,3,0
22.0,7,1,0,0,520.0,1,2,2,19,8,240.0,2.0,3,0
55.0,7,1,1,0,4918.0,0,0,0,18,1,83.0,4.0,3,0
29.0,9,1,2,0,-251.0,1,0,2,6,6,291.0,3.0,3,0
43.0,4,0,2,0,-99.0,0,2,0,20,1,101.0,2.0,3,0
34.0,1,1,1,0,515.0,1,0,2,23,8,122.0,2.0,3,0
34.0,4,1,2,0,50.0,1,0,0,18,9,462.0,1.0,3,0
33.0,0,2,1,0,303.0,1,0,0,20,0,167.0,2.0,0,0
55.0,9,1,1,0,729.0,1,0,2,16,8,269.0,1.0,3,0
41.0,1,0,0,0,70.0,1,0,0,13,8,166.0,1.0,3,0
32.0,7,1,3,0,280.0,1,2,2,28,8,656.0,2.0,3,0
26.0,1,2,3,0,372.0,1,0,2,27,6,629.0,2.0,3,0
43.0,0,2,1,0,1541.0,1,0,2,29,8,611.0,1.0,3,0
49.0,0,1,1,0,3.0,0,0,2,5,6,83.0,1.0,3,0
48.0,4,0,1,0,4910.0,0,0,0,31,5,53.0,4.0,3,0
59.0,0,0,1,0,971.0,1,0,2,15,8,264.0,4.0,3,0
47.0,0,1,1,0,372.0,1,0,2,21,8,26.0,7.0,3,0
31.0,1,2,1,0,-2.0,1,0,1,23,5,43.0,5.0,3,0
33.0,9,1,2,0,6557.0,1,0,0,19,1,105.0,2.0,3,0
34.0,9,1,2,0,11.0,1,2,0,31,5,11.0,10.0,3,0
55.0,9,0,0,0,9.0,1,0,2,5,8,366.0,2.0,3,0
46.0,7,1,1,0,1037.0,0,0,0,8,1,116.0,2.0,3,0
36.0,4,1,2,0,-492.0,1,0,0,5,3,72.0,2.0,3,0
32.0,1,1,1,1,-3.0,1,0,2,9,8,634.0,1.0,3,1
40.0,7,1,1,0,-440.0,1,2,2,27,8,308.0,1.0,3,0
44.0,1,1,0,0,59.0,0,0,0,17,0,106.0,1.0,3,0
41.0,10,1,1,0,779.0,0,0,0,30,0,474.0,1.0,3,0
36.0,3,1,0,0,22.0,0,0,0,26,1,637.0,2.0,3,0
52.0,4,1,2,0,1853.0,1,2,0,7,8,171.0,3.0,0,0
35.0,9,1,1,0,-125.0,1,0,0,17,0,278.0,2.0,3,0
48.0,7,1,1,0,-103.0,0,2,2,20,6,0.0,13.0,3,0
56.0,5,1,1,0,1341.0,0,0,0,27,1,153.0,2.0,1,0
33.0,1,2,1,0,215.0,1,0,0,11,8,54.0,1.0,0,0
45.0,2,1,1,0,105.0,1,2,0,18,9,62.0,1.0,3,0
42.0,9,2,1,1,99.0,0,2,0,21,5,183.0,2.0,3,0
46.0,1,1,1,0,260.0,1,0,0,8,8,129.0,2.0,0,0
37.0,8,2,2,0,126.0,0,0,0,28,4,935.0,1.0,2,1
36.0,7,1,1,0,-318.0,1,0,2,28,8,48.0,2.0,3,0
41.0,0,2,1,0,-19.0,1,0,2,4,6,170.0,2.0,3,0
54.0,9,1,1,0,1977.0,1,2,0,27,9,174.0,1.0,3,0
37.0,1,2,0,0,-189.0,1,0,0,5,3,170.0,1.0,3,0
30.0,4,1,2,0,6136.0,0,0,0,19,6,241.0,2.0,3,0
35.0,4,2,2,0,3143.0,0,0,0,29,6,408.0,2.0,3,1
39.0,2,1,2,0,10.0,1,1,0,8,8,190.0,2.0,1,0
37.0,1,1,0,0,262.0,1,2,0,28,4,26.0,1.0,3,0
38.0,4,2,2,0,5958.0,1,0,0,22,11,153.0,1.0,2,1
58.0,2,1,2,0,1676.0,0,0,0,25,5,154.0,1.0,3,0
36.0,9,2,1,0,558.0,1,0,2,29,8,312.0,1.0,3,0
56.0,5,1,1,0,2012.0,0,0,0,21,9,220.0,2.0,3,0
50.0,1,1,1,0,1779.0,1,0,0,21,9,788.0,5.0,0,1
49.0,4,1,0,0,2539.0,0,0,0,26,1,210.0,6.0,3,0
37.0,0,0,1,0,-135.0,1,0,0,15,8,166.0,2.0,3,0
30.0,0,2,2,0,370.0,0,0,0,18,9,164.0,1.0,3,0
26.0,1,2,1,0,186.0,1,2,0,21,5,44.0,1.0,3,0
41.0,9,1,1,0,339.0,0,0,0,27,1,170.0,6.0,3,0
24.0,1,2,1,0,5477.0,1,0,0,18,8,421.0,2.0,3,0
33.0,1,0,1,0,7047.0,0,2,0,15,5,93.0,13.0,3,0
42.0,7,1,1,0,726.0,0,2,2,14,5,70.0,1.0,3,0
31.0,4,0,2,0,2884.0,0,0,0,5,1,1059.0,2.0,3,1
50.0,1,1,1,0,9583.0,1,0,1,31,5,164.0,6.0,3,0
37.0,0,0,2,0,41.0,1,0,0,30,5,58.0,2.0,3,0
48.0,0,2,1,0,1148.0,1,0,0,18,8,134.0,2.0,0,0
48.0,9,1,1,0,-3.0,0,0,0,28,4,209.0,4.0,3,0
36.0,1,1,0,0,7.0,1,0,2,21,8,176.0,1.0,3,0
39.0,3,1,0,0,178.0,0,0,0,7,5,244.0,1.0,3,0
62.0,3,1,0,0,185.0,0,0,0,6,8,127.0,1.0,0,0
59.0,1,1,0,0,14.0,0,0,1,26,1,10.0,10.0,3,0
37.0,6,1,1,0,1.0,1,0,1,7,5,128.0,4.0,3,0
49.0,1,1,0,0,3749.0,0,2,0,13,1,218.0,3.0,3,0
37.0,6,1,1,0,281.0,1,0,2,28,8,124.0,5.0,3,0
40.0,1,1,0,0,276.0,1,0,2,23,8,1017.0,3.0,3,1
27.0,4,2,2,0,501.0,0,0,0,16,6,122.0,2.0,3,1
38.0,7,1,1,0,1442.0,1,0,2,20,8,218.0,2.0,3,0
55.0,7,1,1,0,3546.0,1,2,0,18,9,597.0,1.0,0,0
37.0,0,0,1,0,1801.0,0,0,0,28,4,56.0,2.0,3,0
39.0,4,2,2,0,1457.0,1,0,0,20,0,411.0,1.0,3,0
35.0,0,1,1,0,1121.0,0,2,2,28,8,147.0,1.0,3,0
25.0,8,2,2,0,3690.0,0,0,0,8,0,327.0,2.0,3,0
43.0,9,1,1,0,118.0,1,0,0,6,8,79.0,2.0,3,0
48.0,0,1,1,0,1.0,0,0,0,10,9,226.0,1.0,1,1
26.0,7,2,1,0,39.0,1,0,0,18,8,105.0,1.0,0,0
35.0,0,1,2,0,-1.0,1,0,0,21,5,102.0,1.0,3,0
33.0,4,2,2,0,3820.0,0,0,0,21,9,207.0,5.0,3,0
26.0,4,1,0,0,1346.0,1,0,2,9,8,270.0,1.0,3,0
55.0,9,1,1,0,676.0,0,0,1,29,5,27.0,4.0,3,0
30.0,9,1,1,0,1016.0,1,0,2,3,6,348.0,3.0,3,0
57.0,0,1,3,0,-4.0,1,0,2,15,8,231.0,2.0,3,0
38.0,3,1,0,0,880.0,0,0,2,9,6,317.0,1.0,3,0
39.0,4,1,2,0,3560.0,0,0,0,9,9,271.0,1.0,3,1
35.0,4,2,2,0,2553.0,1,0,0,26,8,126.0,2.0,3,0
56.0,4,2,3,0,109.0,0,0,0,16,0,129.0,1.0,3,0
31.0,1,1,0,0,1174.0,0,0,0,12,8,123.0,5.0,3,0
42.0,9,0,1,0,15.0,0,0,0,13,1,241.0,1.0,3,0
37.0,7,2,2,0,71.0,1,0,0,13,8,87.0,2.0,0,0
83.0,5,1,0,0,1150.0,0,0,1,17,11,216.0,1.0,3,1
46.0,4,1,2,0,2353.0,0,0,0,15,11,149.0,1.0,2,1
42.0,7,1,1,0,-44.0,1,2,2,27,8,369.0,3.0,3,0
49.0,7,1,1,0,203.0,1,0,0,5,1,156.0,1.0,3,0
43.0,0,1,1,0,949.0,0,0,0,30,5,177.0,2.0,3,0
29.0,9,2,1,0,120.0,1,1,0,18,8,90.0,1.0,3,0
49.0,1,0,0,0,1276.0,1,0,0,6,3,461.0,2.0,3,0
30.0,9,2,2,0,50.0,0,0,0,21,1,796.0,1.0,3,0
58.0,4,1,1,0,3.0,1,0,0,4,1,137.0,1.0,3,0
37.0,1,1,1,0,76.0,1,1,2,26,6,305.0,2.0,3,0
32.0,9,2,2,0,-552.0,1,0,0,27,1,321.0,12.0,3,0
33.0,4,2,2,0,2281.0,0,0,0,13,1,280.0,1.0,3,0
39.0,7,2,0,0,-90.0,1,0,0,13,8,537.0,1.0,3,0
35.0,4,2,2,0,676.0,0,2,2,4,5,95.0,3.0,3,0
33.0,0,2,1,0,1700.0,1,0,2,15,8,222.0,2.0,3,0
38.0,11,1,0,0,804.0,0,0,2,5,6,231.0,2.0,3,0
49.0,7,0,1,0,140.0,1,0,2,8,8,175.0,1.0,3,0
62.0,5,1,0,0,1514.0,1,0,0,15,0,116.0,4.0,0,0
31.0,6,1,2,0,479.0,1,0,0,3,3,289.0,2.0,3,0
40.0,9,0,1,0,413.0,1,0,0,7,8,29.0,2.0,3,0
47.0,1,1,0,0,4979.0,0,0,1,6,0,194.0,1.0,3,1
86.0,5,1,2,0,556.0,0,0,1,19,1,2044.0,5.0,3,0
35.0,4,2,2,0,23.0,0,0,0,20,1,217.0,3.0,3,0
30.0,7,1,1,0,888.0,1,0,2,21,8,59.0,3.0,3,0
28.0,9,1,1,0,536.0,0,0,0,8,1,96.0,2.0,3,0
58.0,7,1,1,0,48.0,1,0,0,20,9,176.0,7.0,3,0
52.0,4,0,2,0,701.0,1,0,2,8,8,233.0,2.0,3,0
37.0,0,1,1,0,-132.0,1,0,2,20,8,240.0,1.0,3,0
43.0,1,1,1,0,3694.0,1,0,2,2,6,157.0,2.0,3,0
35.0,4,2,2,0,213.0,0,0,0,25,7,268.0,8.0,3,1
37.0,10,2,2,0,7969.0,0,0,0,2,7,256.0,2.0,2,1
36.0,9,1,1,0,522.0,1,0,0,20,9,227.0,4.0,3,0
36.0,4,1,2,0,13020.0,0,0,0,5,1,407.0,2.0,3,0
45.0,1,2,0,0,-404.0,0,2,0,28,5,647.0,3.0,3,1
47.0,1,1,1,0,2925.0,1,2,0,22,5,471.0,2.0,3,0
35.0,0,0,1,0,356.0,1,0,2,29,8,75.0,1.0,3,0
40.0,2,1,2,0,3133.0,1,2,2,20,6,157.0,3.0,3,0
42.0,1,1,1,0,4900.0,1,0,1,11,8,213.0,1.0,0,0
39.0,9,0,1,0,566.0,1,0,0,8,8,33.0,2.0,0,0
30.0,4,1,1,0,-451.0,1,2,0,17,5,153.0,1.0,3,0
45.0,7,2,1,0,868.0,1,0,0,9,3,43.0,7.0,3,0
55.0,1,1,0,0,5432.0,1,2,0,15,8,338.0,3.0,0,0
37.0,0,2,1,0,878.0,1,0,0,12,8,89.0,1.0,1,0
30.0,4,2,2,0,576.0,1,0,0,16,5,426.0,2.0,3,0
31.0,6,1,1,0,-367.0,1,0,2,21,8,749.0,1.0,3,0
41.0,9,2,1,0,-1.0,0,0,0,19,1,130.0,2.0,3,0
44.0,7,1,1,0,774.0,0,0,0,28,4,991.0,1.0,3,1
35.0,7,2,3,0,1605.0,1,0,2,17,6,70.0,6.0,3,0
37.0,2,1,1,0,355.0,1,0,2,5,6,169.0,3.0,3,0
32.0,1,2,0,0,857.0,1,0,2,2,6,94.0,1.0,3,0
50.0,9,1,1,0,2219.0,1,0,0,17,1,709.0,1.0,3,1
23.0,0,2,2,0,7.0,0,2,0,27,1,244.0,3.0,3,0
29.0,2,1,1,0,713.0,1,2,0,13,8,483.0,2.0,3,1
31.0,1,2,1,0,676.0,0,2,0,13,8,600.0,1.0,3,0
37.0,0,1,1,0,2250.0,0,0,1,2,3,239.0,2.0,3,0
39.0,6,2,2,0,2090.0,0,0,2,18,6,152.0,1.0,3,0
41.0,0,1,1,0,2019.0,1,0,2,20,8,165.0,2.0,3,0
58.0,1,1,0,0,0.0,1,0,2,19,6,563.0,1.0,3,0
51.0,9,1,1,0,329.0,1,0,2,13,8,57.0,4.0,3,0
44.0,1,1,1,0,4710.0,0,0,0,22,1,59.0,4.0,3,0
39.0,1,0,0,0,281.0,1,0,0,20,0,1277.0,2.0,3,1
32.0,9,2,1,0,1.0,0,0,0,18,1,601.0,4.0,3,1
59.0,9,0,1,0,796.0,1,0,2,6,6,132.0,2.0,3,0
33.0,1,2,1,0,662.0,1,0,0,11,8,15.0,8.0,3,0
49.0,1,0,0,0,-385.0,1,0,2,26,8,186.0,1.0,3,0
23.0,9,0,1,0,377.0,1,2,2,19,8,496.0,3.0,3,0
24.0,8,2,3,0,1444.0,0,0,0,4,8,112.0,1.0,0,0
27.0,4,2,2,0,12954.0,1,0,2,29,8,775.0,3.0,3,1
58.0,9,1,1,0,2312.0,0,0,0,30,0,813.0,1.0,1,1
32.0,4,2,2,0,210.0,1,0,0,20,9,364.0,2.0,3,0
40.0,9,1,1,0,254.0,0,0,0,21,1,127.0,5.0,3,0
55.0,0,1,1,0,511.0,0,0,0,18,1,119.0,4.0,3,0
35.0,1,1,3,0,4822.0,1,0,2,20,8,823.0,2.0,3,1
